text,label,pred_few_shot_2samples_cot_refine
"cho mình hỏi mình bị làm sao và cách khắc phục được không ạ mình không làm chủ được cảm xúc, học kỳ nào khóc thì miệng mình phải cười mình thấy đó không phải chuyện gì lớn nhm nó khiến mình rất mệt mỏi mình thấy mình quá nhạy cảm, mình dễ khóc và dễ bị tổn thương mặc dù nó chỉ là lời nói vu vơ hoặc nói đùa mình dễ cáu giận, mình hay lo lắng và sợ hãi điều này làm mình thấy không ổn mình sợ có ngày mình sẽ hủy hoại các mối quan hệ của mình mất mình muốn bị lợi dụng ....",1,1
"phải làm sao học kỳ những chuyện tiêu cực,xui xẻo,áp lực luôn đến cùng 1 lúc với mình đây ạ",0,1
"tứ trước giờ em luôn muốn bthan trở nên nổi bật trong lớp và ở trường nên em thg xuyên chú ý về vẻ bề ngoài của bthan.ở trường có 1 bạn lớp khac có thích em nhm em cũng rung động với bạn đấy 1 chút xíu hoi sau đó dạo gần đây bạn ấy hay chủ động trò chuyện với em kể cả những câu chuyện hơi xàm tí nhm tất cả dấu hiệu bạn đấy có thích em không thì em không biết,mấy đứa bạn em bảo là có nhưng trong đầu em nghĩ rằng mình cũng chỉ là 1 đứa bình thường không tài năng,cũng có vẻ ngoài được chú ý thôi chứ còn chưa mấy bạn nữ lớp bạn nam đấy,họ vừa xih,qh rộng,hc giỏi,... vậy nên nhiều lúc em cũng nghĩ có phải do mình quá ảo tưởng k. em chỉ cần 1 lời khuyên là bạn đấy có thích em không nếu có mấy bạn có thể cho em xin bí quyết để thân thiện hơn với bạn đáy được không tớ cũng muốn 1 số tip giúp contrai rung động .cmon vì đã đọc được những dòng này mongduocduyet xuhuong tiptancontrai em",0,0
"bạn từng bị cái cảm giác khóc suốt đêm đến nghẹ thở chưa cái cảm giác sáng cố vui vẻ, đêm nằm khóc, khóc đến nghẹ thở, đến mức như ai đang bóp cổ mình.. nó như rơi vào tuyệt vọng, như mọi thứ đều bỏ mặc mình tất cả đều rất tồi tệ",1,1
"làm ơn duyệt bài giúp em với ạ... chuyện là lớp em trong 4 tổ mỗi tổ làm poster nói về sự kiện lịch sử. chiều nay 3 giờ nhóm em bắt đầu làm poster, tổ trưởng kêu các thành viên trong nhóm tất cả phải làm, mà làm ở quán cafe ạ. lúc đầu tổ trưởng kêu ra quán xx, xg mẹ em chở tới quán đó 2h10 mấy chiều đợi, em đợi tới 3h05 nhắn tin cho nhỏ ngồi cùng bàn hỏi nó tới chx, xg nó nói đổi quán rồi , cái em mới gọi cho mẹ nói tụi nó đổi quán rồi mẹ chở về đi, tự nhiên em hứng phải một đống lời chửi bới thậm tệ con nhỏ đó sao ngựa dữ z, nó làm như nó mẹ mày hay gì.. tôi mà có số điện thoại của con nhỏ đó là tôi chửi nãy giờ rồi...xg em im lặng không nói gì hết mẹ cúp máy, em ngồi đợi gần 20ph gì đó mới về nhà. cho em hỏi có phải em không được các bạn trong nhóm tôn trọng không ạ, nếu đổi quán khác cũng phải báo trước với em 1 tiếng chứ ạ. tới lúc em nhắn tin cho nhỏ cùng bàn nó mới cho em hay chứ không em phải ngồi chờ ở quán tới tối còn không biết chuyện gì nx...",0,0
"bị bạn thân nghỉ chơi vì thích cùng idol với bạn :khuôn mặt hơi mỉm cười::lộn ngược mặt: em không bị suy nghĩ nhiều đâu maybe nhưng nhỏ bạn thân cũ của em thì có hoặc chỉ đơn giản là nó hl thôi nên em lên đây kể lại câu chuyện siêu cấp hl của nó mong mọi người cho xin hướng giải quyết nhé em là một đứa mù tịt, không biết gì về kpop cả, còn con bạn thân cũ kia thì là fan cuồng kpop chính hiệu, đồ dùng sách vở quần áo của nó cũng toàn in hình idol, nhà nó thì nguyên 1 cái kệ để albums. thì có một hôm bọn em đi học thêm, ngồi cạnh nhau, đang học thì nó lấy máy điện thoại ra xem lễ trao giải có idol nó biểu diễn, đến đoạn này thì chưa có gì nha. một lúc sau nó giơ máy cho em xem rồi bảo đây là eunchae của lesserafim nhé, là maknae, tức là em út ý m, bằng tuổi mình mà trông giỏi ko, địt mẹ slay vãi ý rồi nó cứ xuýt xoa khen với em thế. ừ thì em thấy cũng dịu cũng keo với bằng tuổi thì cũng thích thích cái nổi máu tìm hiểu thì thấy ừ hay mình cũng đu kpop giống nó :khuôn mặt hơi mỉm cười: và cái quyết định sai lầm của em đó. mấy hôm sau em nhắn tin với nó, gửi cho nó 1 cái anh của bạn kia rồi bảo là xinh vãi lồn thật mày nhỉ chắc mai mốt tôi đu kpop giống mày thì nó đã xem không rep, nguyên 1 tuần sau nó cũng lảng tránh em, không nói chuyện gì với em luôn. sau 1 tuần như thế thì em mới nhắn tin hỏi nó là nó bị làm sao thì tự nhiên nó đổi lại hết theme, xóa biệt danh của em với nó các kiểu trên nhắn tin luôn rồi bảo là muốn nghỉ chơi chứ sao mày cái gì cũng bắt chước tôi hồi trước thấy tôi mua cái mũ cũng mua giống lần này thấy tôi stan ai cũng đi stan luôn cuộc đời mày toàn bắt chước người khác mới sống nổi à tôi sợ sau này mày bắt chước yêu luôn người yêu tôi mất và chặn em. lúc đó em đúng kiểu wtf luôn ấy địt mẹ :lộn ngược mặt: à còn về chuyện cái mũ thì nó là như này. hôm đấy nó đem đến lớp cái mũ len mới mua, khoe với em bảo sắn bán hàng được trên shopee rồi hỏi em là đẹp không, em bảo đẹp thì nó bảo mua không nó gửi link cho mà mua, thì lúc đấy mùa đông sắp đến, em cũng ok bảo nó gửi link em xem. đến lúc xem thấy mũ cũng xinh xắn đáng yêu nên em đặt 1 cái, mà em đã cố tình tránh cái mẫu nó mua rồi cơ ạ :khuôn mặt nhẹ nhõm: mất con bạn này em đéo tiếc đâu nhưng mà em cay quá, tự dưng ngồi không bị gán danh bắt chước bạn thân cũ",0,0
"mỗi ngày, cảm giác đau đớn và tuyệt vọng ập đến khiến tôi muốn chấm dứt tất cả. tôi cảm thấy như mình đang bị lạc trong một thế giới tối tăm và không còn lối ra. ý nghĩ tự tử ngày càng trở nên hấp dẫn hơn, như là một cách để kết thúc mọi đau khổ và bất hạnh. cắt tay trở thành một hình thức thể hiện cơn đau tinh thần trong tâm hồn, là cách duy nhất tôi cảm thấy có thể giải thoát được khỏi tất cả.",1,1
"tích cóp bao lâu mua cho mẹ 1 cái điện thoại. nhưng đến học kỳ nhận được mẹ chê màn hình nhỏ, và tự ý gọi lên cửa hàng muốn đổi điện thoại đời lớn hơn. tôi tức giận vì mẹ không tôn trọng món quà tôi tặng cũng như tự ý muốn đổi máy mà không hỏi ý kiến t. ít thì cũng nói lại tôi để tôi tự đổi cho mẹ chứ phải không tụi mày giờ tôi buồn và tức giận, thì mọi người trong nhà bảo là tôi làm quá. ok tôi đang làm quá phải không tụi mày thật sự tôi đang rất buồn",0,1
"chào mọi người. hiện tại mình đang thấy rất bế tắc với bất lực với cảm xúc của chính mình. cách đây 1 năm mình đã chia tay với mối tình 3 năm, yêu xa. đó là mối quan hệ là tên là yêu đương nhưng thực chất lại không phải yêu đương. mình ở quen bạn đó 5 năm nhưng thực sự chưa 1 lần nào biết mặt bạn, không biết số điện thoại hay địa chỉ của bạn,tất cả những gì mình biết là tên, tuổi. trong học kỳ quen bạn đó mình cũng có cơ hội quen biết với em gái bạn đó, thỉnh thoảng chúng mình có trò chuyện và bây giờ cũng vậy nhưng cũng giống như anh trai thì mình cũng không biết gì nhiều về người này. tất cả là quan hệ online và mình chưa từng gặp ai cả. học kỳ chia tay mình đã rất suy sụp, cũng đã tìm rất nhiều cách để move on thành công nhưng thực sự mình không bước ra được. cái bóng của mối quan hệ cũ quá lớn lớn đến nỗi chính mình cũng không thể kiểm soát nổi. rõ ràng là mối quan hệ toxic, mối quan hệ 1 chiều nhưng mình cứ mãi đắm chìm vào trong đó. có thời gian mình đã cần tới sự can thiệp của yêu học vì mọi người xung quanh nhận thấy sức khỏe tâm thần mình không ổn. thực sự đến giờ này mình cũng không biết phải làm sao với chính mình nữa. mình cần tìm một lối thoát. mình biết mình rất dại dột học kỳ bước chân vào mối quan hệ như vậy bây giờ mình phải làm sao đây ạ",1,1
"mình không biết dạo này mình bị sao nữa nhưng mình đang cực kì không muốn yêu ai:mặt khóc: ngay cả chính bạn thân mình mình cũng không muốn yêu nữa. mình là sinh viên nhưng đã độc lập tài chính từ lâu rồi và ít học kỳ cần sự trợ giúp của bố mẹ bố mẹ không muốn mình học lên đh. mình đang làm công việc ban đêm từ 10h tối cho đến 6h sáng hôm sau mình làm ở club casino và mình nghĩ có lẽ đây chính là lí do mình tủi thân và căng thẳng rất là nhiều. thường thì học kỳ đi làm về là 2 tiếng sau mình đi học đến tận 45h chiều mới về và được ngủ có 34 tiếng có học kỳ là 2 tiếng. mình từ bỏ câu lạc bộ mình rất thích, từ bỏ các mối quan hệ bạn bè để đi làm và lo cho học phí cũng như sinh hoạt phí trên hà nội một mình. lắm học kỳ mình vừa đi đường vừa khóc vì tủi thân. mình không hề thích học kỳ bạn bè khen mình giỏi học kỳ có mức lương gần 20tr ở cái tuổi đôi mươi này vì mình biết mình chỉ bán sức khoẻ và bán niềm vui để đổi lấy số tiền đó thôi. mình ước được như các bạn, được bố mẹ lo cho ăn học, được vào lo vào nghĩ có chuyện gì cũng có thể kể cho gia đình để được chở che bảo bọc. gần đây mình căng thẳng đến độ sa ngã vào các mối quan hệ như quan hệ tình dục dựa trên lợi ích hoặc các mối tình chóng vánh. mình biết là sai nhưng mình không còn bất cứ niềm vui gì cho bạn thân nữa cả.",0,1
"tớ mong quản trị viên duyệt lắm ấy chuyện là năm nay tớ vừa lên một cấp học mới, với môi trường học tập và những mối quan hệ hoàn toàn mới. và, vấn đề muôn thuở đối với một đứa rụt rè và nhút nhát như tớ đó chính là hoà đồng. sau mấy tháng học tớ cũng cởi mở hơn được một chút, và tớ đang muốn làm thân với một hội bạn trong lớp nói thẳng hơn là tớ muốn là một phần của hội bạn đó mấy bạn đó xã giao tốt với tớ và tính chúng tớ cũng khá hợp nhau, tớ rất muốn thân với hội bạn đó nhưng tớ lại cảm thấy mình vào duyên học kỳ chen chân vào. với cả mấy bạn cũng có vẻ không đón nhận tớ lắm, không phải vì không ưa tớ mà là vì mấy bạn đó có nhau là đủ rồi, không hơn không kém. tớ muốn hỏi mọi người là nếu tớ vẫn tiếp tục làm thân với hội bạn đó thì có bị vào duyên không ạ nếu đặt góc nhìn vào hội bạn đó mọi người sẽ cảm thấy tớ như thế này ạ tớ phải làm gì để mấy bạn đó đón nhận tớ đây ạ",0,0
"đó giờ mình là một đứa lười học, đúng vậy mình không thích học sở thích của mình là thể thao lí do mình chọn tiếp tục đi học là vì gia đình mình nghèo và sợ học kỳ không thành công ở thể thao, mình sẽ không thể có nghề nghiệp, nhưng mình cũng khá nhạy bén và thông minh trong việc học, nhưng vẫn rất lười học, trước thi tuyển sinh cấp 3 2 tháng thì mình mới bắt đầu ôn bài.vậy mà kì thi tuyển sinh cấp 3 mình có điểm khá tốt và vào tình được vào lớp chuyên, mình cũng rất bất ngờ. cô chủ nhiệm có nói rằng ở trong lớp này cố gắng ít nhất phải khá, mọi chuyện vẫn rất tốt điểm số các môn cũng rất ổn cho đến hôm nay mình thi môn cuối cùng là môn mình yếu nhất, mình đã dưới trung bình và trung bình môn của mình cũng dưới tb, 4,75 trung bình môn đồng nghĩa không được học sinh khá, mình hụt hẫn lắm, mình là đứa duy nhất học sinh trung bình của lớp, mình sợ học kỳ đi học không biết các bạn sẽ nhìn mình với thái độ gì, sợ cô chủ nhiệm sẽ thất vọng về mình, sợ ba mẹ mình sẽ thất vọng vì một đứa con không chịu cố gắng, mình biết mình thành ra như vậy vì mình lười học, giờ mình suy sụp lắm. bình thường các bạn trong lớp ai cũng là nhà có quyền thế và học giỏi giang riêng mình đã nghèo, nay lại còn học hành không tử tế, chả biết có ai xem mình ra gì không, bình thường mình cũng đã không thân thiết với các bạn vì không thể có tiền và xe để đi cùng nay mình học sinh trung bình chắc lại càng khinh bỉ xa lánh mình.",0,1
"mình nên làm gì bây giờ ạ hiện tại mình đang rất rối rắm và vấn đề này đã khiến mình suy nghĩ khá nhiều trong mấy ngày hôm nay. chuyện là mình học xong cấp 3 thì không học lên đại học nữa, mình ra ngoài học nghề. ban đầu mình muốn học làm móng nhưng mà bố mẹ mình có vẻ không đồng ý lắm, mình có người nhà ở tỉnh khác theo nghề spa. người nhà mình đã thuyết phục được bố mẹ nên để mình học spa vì có tương lai hơn các nghề còn lại. và bố mẹ mình có vẻ khá thích mình đi theo nghề spa này. mình vốn dĩ không tính theo nghề spa này đâu, nhưng mà thấy gương mặt trông mong của bố mẹ, mình lại không nỡ làm bố mẹ thất vọng. thế nên là đồng ý, mình chỉ mới 18 tuổi thôi, vừa bước ra đời nên khá ngây thơ, kiểu mình nghĩ à, có lẽ mình sẽ làm được, cứ cố thôi mặc dù mình không yêu thích nghề này lắm. nhưng ở được tầm nửa tháng thì mình phải vội về nhà, vì người đấy cũng không dạy gì cho mình, mà mình thì phải làm việc nhà cho người ta, tới đây mình cũng thấy khá đuối rồi. sau đó mình lượn vài vòng trên các bài viết ở thành phố chỗ mình ở, và mình quyết định học ở một trong số đó. mình tốn 17tr cho một khóa học spa chăm sóc da. nhưng có vẻ không thuận lợi lắm, học 1 tháng chủ dạy được 20 ngày, bà ấy lại hay rúc ở dưới nhà tới lúc có khách mới lên. mình cũng không có niềm đam mê gì quá lớn đối với nghề này và mình cảm thấy khá là nản. học 4 tháng rồi mà tay nghề khá là yếu, mẫu thì thời gian đầu lên nhiều, càng về sau càng ít rồi không có luôn. khóa của mình từ 3 6 tháng, nhưng bởi vì cơ bạn mình đã nắm rõ hết rồi, chủ cũng đã dạy hết nhưng mà theo mình thấy thì bà ấy đang giấu nghề, lại không tận tâm dù chỉ có 2 học viên. sang tới tháng thứ 4 thì mình quyết định nghỉ. bởi vì ban đầu mình không thích nghề này lắm, nhưng vì bố mẹ mà mình cứ cố mãi thôi. ngược lại, mình thích những nghề nghiêng về nghệ thuật hơn, làm móng hoặc trang điểm artist ấy. mình thích xem những video hướng dẫn makeup, thích tự mình makeup, thích học hỏi những cách làm makeup. mình muốn nói với bố mẹ rằng mình muốn chuyển sang học makeup, nhưng mình lại sợ bố mẹ không đồng ý và phải tốn thêm một mớ tiền cho mình học nữa. mọi người biết đấy, thời buổi kinh tế khó khăn, huống hồ bố mẹ mình lại là dân làm rẫy. đã tốn tiền cho mình học một khóa rồi mà mình học không ra gì, bây giờ mình nói mình muốn chuyển sang học makeup, sợ rằng bố mẹ sẽ ép mình làm spa mất. thật sự là mình không có đam mê với nghề này, lửa nhiệt với nghề này cũng không nhiều. bây giờ mình cần lắm lời khuyên của mọi người, mình mới 18 tuổi thôi, mình vừa mới bước ra đời đã gặp phải trở ngại này, xin mọi người hãy cho mình một hướng giải quyết đi ạ huhu. :mặt khóc to:",0,1
"em chào mọi người, chuyện là em có 1 tâm sự nhỏ ạ. em đang là sinh viên đang ở chung nhà họ hàng, cô bác em hơi nghiêm khắc nhưng rất thương và quý em. nhưng có 1 tối em bị bóng đè, em trong trạng thái tỉnh nhưng không thể cử động cũng như không mở mắt. em cungx không biết sao nhưng lúc đó em không mở mắt vẫn có thể chứng kiến được cảnh em bị xâm hại tình dục bởi đứa con của họ hàng. hđong không thành nhưng cũng đã đụng tới em và em khá hoảng sợ, không tin được vì nó là đứa khá ngoan. vì sau đó em đã tỉnh lại và không ngủ nên cũng không thể làm gì. nói chuyện hiện tại em không biết làm sao và em chưa nói với ai cả đó cũng là vấn đề nhạy cảm. em cảm ơn mọi người đã đọc câu chuyện của em. và có 1 số lí do nên em bắt buộc phải ở nhà họ hàng nên không thể chuyển đi",0,1
"chào mọi người em xin tâm sự một chút. em ở ký túc xá của trường đại học giờ ở hà nội. phòng em có 8 người nhưng em luôn có cảm giác như 7 người vậy vì em luôn bị cho ra rìa vì tính nhạy cảm và cặn kẽ của mình . trong phòng có những bạn trong miền nam nữa nên phát âm nhiều bạn khác không hiểu nên những lúc các bạn nói ra thì em sẽ nói lại để cho các bạn khác hiểu. thì những lúc đó em bị các bạn kêu là mày hay bắt bẻ quá kệ tao, lúc đó em cũng tưởng các bạn miền bắc cũng sẽ bênh em nhưng chúng nó lại kêu đúng rồi con này hay bắt bẻ thật đấy. em lúc đó sốc xong mặt xị xuống luôn. cũng từ hôm đó em biết là em bị ra rìa rồi nên em khá giữ khoảng cách. nhưng có một đứa nó tỏ ra thương hại em nên nhiều lúc em tâm sự với nó vì em nghĩ nó đồng cảm với mình. nhưng không, nó kể chuyện em tâm sự với nó cho mấy người kia. chiều nay cả lũ rủ nhau đi cafe nhưng không muốn em biết nên tối hôm qua chúng nó diễn là tao về quê rồi tao qua nhà bạn chơi. vì tính em khá nhạy cảm và hay để ý tiểu tiết nên em biết thừa chúng nó lừa em. xong đến lúc chúng nó về thì cái đứa mà tỏ ra đồng cảm đó diễn sâu nhất. bảo là tao qua nhà bạn tao ăn sướng quá trời . chúng nó diễn đến cái mức mà đứa này vào trước đứa kia vào sau để em không phát hiện. chưa dừng lại ở đó, lúc em đi tắm vào chưa kịp mở cửa phòng thì nghe tiếng nói ra nó biết thì kệ nó nghĩ nhiều làm gì mệt đầu ra. em nghe xong thì tầm 23p gì đấy mới mở cửa vào phòng. em vào thì thấy chúng nó đang chỉnh anh lúc chiều đi cf. em thấy lướt qua và em biết nên cũng chẳng nói gì. một hồi sau thì chúng nó giả vờ hỏi em ăn tối chưa em bảo rồi và chúng nó lại kêu bạn bè trong phòng mà không đợi nhau về ăn chung. em chả biết nói gì nữa chỉ ngồi cười trừ. giờ em như người vào hình trong cái phòng này vậy. ở chung với nhau lâu dài mà như này chắc em trầm cảm chet mất. em phải làm sao đây mọi người",0,1
"xin chào các bạn chuyện là mình và anh người yêu đã quen biết được khá lâu rồi chỉ mới bắt đầu yêu đương hơn 1 tháng gần đây thôi anh ấy đã dẫn mình gặp cả gia đình dòng họ của anh. nhưng hôm nay học kỳ xem điện thoại anh thì mình mới thấy được anh trả lời câu chuyện khen một cô gái là dạo này, cô gái đó cũng nói dạo này anh có người yêu cái quên em ròi hai người còn rủ nhau đi nhậu dù cuối cùng thì người yêu mình với cô ấy cũng không đi trước học kỳ quen mình anh và cô ấy là từng trả lời bình luận nhau rất thân mật, giờ mình rất khó chịu không biết phải làm sao, có phải mình suy nghĩ quá nhiều rồi không ạ.",0,1
"người yêu cũ mình vừa công khai nym, tụi mình chia tay hơn 7 tháng rồi. 4 tháng sau chia tay mình khóc rất nhiều, dao gần đây mình không khóc nữa. và cũng tự tưởng tượng trước việc họ có người mới. nhưng đến hôm nay mình đang rất mệt vì công việc, lại vào tình lướt thấy họ công khai người mới. thật sự mình đã vỡ òa, chỉ muốn khóc thôi. mình đã nhiều lần chặn rồi mở vì sợ 1 ngày họ công khai mình sẽ biết và buồn. nhưng không ngờ nó lại xảy ra nhanh đến như vậy. mai là sinh nhật mình, năm rồi mình quen anh nhưng sinh nhật trúng tết 2 đứa giận nhau và anh quên sinh nhật mình, khiến mình rất tủi thân. năm nay thành người yêu cũ anh công khai người mới. mình cứ nghĩ rằng mình đã ổn và move on nhưng không. giờ mình chỉ muốn khóc và khóc thật to thôi. mình muốn tìm người tâm sự kể lể nhưng không biết tìm ai. tệ thật, sài gòn đông người vậy mà",0,1
"cuộc sống của tôi như một bức tranh u ám, màu sắc biến đổi từng phút từng giây. xã hội đang đè nặng lên đôi vai nhỏ bé của tôi, với những tiêu chuẩn về thành công và hạnh phúc không bao giờ đủ. mỗi ngày là một cuộc đấu tranh mới, với những áp lực không ngừng từ công việc, từ xã hội, từ bạn thân. tình yêu, một nguồn động viên và hy vọng, lại trở thành góc khuất của cuộc sống, học kỳ mà mối quan hệ của tôi đang trôi dạt trong biển xoáy của bất ổn và lo lắng. tôi cảm thấy mình bị lạc trong mê cung của tình yêu và xã hội, không biết làm thế nào để thoát ra.",1,1
"mình là một người suy nghĩ nhiều mình rất dễ buồn bởi những điều nhỏ nhặt, đến nỗi trằn trọc không ngủ được. học kỳ mình và người yêu chia tay. dù cả hai còn tình cảm với nhau. chỉ là mình cảm thấy anh đã quá quen học kỳ ở bên mình, anh không bao giờ nghĩ bọn mình chia tay nên anh ấy vào cùng tuỳ tiện trong cách ăn nói cũng như đối xử với mình. ngày mình nhắn chia tay. anh đang đi làm ở một quán ăn, anh nhắn anh đang phải đi chợ rồi mình đã phát điên lên, chửi đuổi anh. mình thật sự rất buồn, anh cũng có xin lỗi và xin mình đừng rời xa. nhưng, mình cảm thấy anh ấy không quá cần mối quan hệ này, anh không gấp gáp, không lo lắng, không gọi điện. anh luôn nghĩ chúng mình sẽ không chia tay. mình đã khóc rất nhiều, mất ăn mất ngủ, anh ấy bận đến nỗi không quan tâm gì đến mình. đôi học kỳ mình yếu lòng mình nói nhớ, nói yêu, muốn anh quay về bên mình. anh nói anh vẫn thế, vẫn yêu mình. nhưng xong mình lại không muốn quay lại. kiểu, mình đau khổ quỵ luỵ thương nhớ, nhưng anh đòi quay về thì mình lại thôi đừng về :khuôn mặt thất vọng::khuôn mặt thất vọng::khuôn mặt thất vọng::khuôn mặt thất vọng: không biết mình muốn gì nữa",1,1
"suy nghĩ nhiều thực sự đã khiến cho cuộc sống của mình tối tăm hơn. chỉ một dòng tin nhắn hay một câu nói thôi nhưng cũng đủ để mình suy diễn ra nhiều thứ mất ngủ suốt mấy hôm và nhớ như in vào trong đầu,lúc nào cũng có cảm giác bất an, lộ sợ dù cho là chuyện chẳng có gì lớn lao cả và thậm chí người khác còn thấy rất bình thường. làm sao để thoát ra khỏi địa ngục suy nghĩ nhiều này bây h:mặt khóc to:",1,1
năm nay tôi được 20t. đang bị mắc bệnh tự miễn tới nay là được 5 năm. tôi sinh hoạt còn khó khăn chưa tính tới lúc làm việc. tôi mất động lực sống quá không biết nên cố gắng sống làm gì nữa . cơn đau cứ hành hạ ngày này qua ngày khác và ngày càng thêm nhiều bệnh. xin 1 lời khuyên của ace trong group cho tôi có động lực sống,1,1
"tớ đang trong giai đoạn trầm cảm nặng, tớ đang sống trong địa ngục của chính bạn thân tớ tạo ra. tớ luôn tạo cho mình một vỏ bọc bên ngoài mạnh mẽ, và bạn thân tớ tin rằng có thể tự vượt qua, đơn giản vì tớ không muốn người khác biết những cuộc khủng hoảng trong tâm trí mà tớ phải chịu đựng, không muốn người khác biết rằng tớ không ổn. chỉ muốn trong mắt người khác bạn thân là một người mạnh mẽ, một người luôn vui vẻ. cũng có đôi lúc tớ cố gắng tỏ ra không ổn hay cố gắng nói ra vấn đề tâm lí của mình nhưng mà không nhận được sự quan tâm mà thay vào đó là sự ngó lơ và xa lánh. gần đây tớ cảm thấy bạn thân mình không thể gồng nổi được nữa, tớ thật sự rất mệt mỏi. những điều để tớ có thể bám víu cũng không còn nữa. tớ đã thử tìm rất nhiều cách để thoát khỏi những suy nghĩ tiêu cực quẩn quanh trong đầu tớ nhưng đều thất bại. tớ không biết phải làm sao nữa",1,1
"hmm đó giờ không biết mọi người đã có ai học trong môi trường bị bạn bè phân biệt và xúc phạm tên tuổi mình chưa nhỉ đây là trường hợp của mình học kỳ học cấp 3 sẽ không có chuyện gì học kỳ bạn ấy nhiều lần xúc phạm tên của mình và mình lại chẳng muốn nói nhiều với việc ấy mình xin phép gọi bạn ấy là n đi ha, việc là lớp mình có một bạn cũng tên trâm bạn khá thân với bạn n còn mình tên là châm mỗi lần mà phát bài kiểm tra hay điểm danh gì đó tới lượt mình thì n gọi mình châm nhưng mà là châm chờ chưa để phân biệt tránh việc nhầm lẫn với bạn trâm kiểu như người ta thường phân biệt triệu với chưa là chờ tre với chờ chưa ấy kia còn bạn kia thì n gọi bình thường có vẻ như n không thích mình vì ngoại hình của mình , mình thì ghét học kỳ bị gọi như vậy không khác gì là xúc phạm danh dự người khác và còn nhiều lần khác nữa mỗi lần phát gì đó cho mấy bạn trong lớp n luôn trong tâm trạng vui vẻ còn tới mình thì không nói gì gương mặt thì nhìn có vẻ khinh thường ngkhac, mình thì luôn thể hiện tâm trạng và cách xưng hô nói chuyện bình thường với n còn n thì không vì n là lớp trưởng và còn khá thân với giáo viên chủ nhiệm nên mình cũng không biết nói sao và làm gì nhưng n thì lúc nào cũng thể hiện mình có chức vụ thanh cao muốn sai người khác làm gì cho mình cũng được, mình không nghĩ học kỳ lên cấp 3 mình sẽ bị đối xử như vậy đâu cứ nghĩ sẽ có nhiều bạn mới đồng hành và cũng có thể hoà nhập với các bạn trong lớp nhưng mà mọi chuyện trả lời cho đáp án là không thể mình chỉ muốn nói thế thôi do mình cảm thấy khó chịu và suy nghĩ nhiều về vấn đề ấy nên muốn kể cho mọi người nghe và nhận xét về nó.",0,1
không hẳn là suy nghĩ nhiều tôi chỉ tâm sự để bệnh mau bớt để có ngừơi vào mắng tôi để tôi tỉnh mong duyệt cảm ơn ạ,0,1
"trong những đêm dài tăm tối, tôi thường mơ về một tương lai tươi sáng và hạnh phúc. nhưng học kỳ mắt mở, tôi lại đối diện với sự thực cay đắng rằng mọi điều tưởng chừng sẽ đẹp đẽ đã trở thành một cơn ác mộng không lối thoát.",1,1
"liệu mình có bị chứng rối loạn hành vi , cảm xúc không từ bé đến tận bây giờ mình dễ bức xúc, cáu giận , quát người thân trong gia đình của mình , thì mình lên mạng có search thì nó hiện thông tin như vậy. mình có lúc cảm xúc dâng trào lên đến mức phát khóc , mình không hiểu sao , có lúc tự đấm tát vào mặt mình . muốn mình đau đến mức chảy máu thì thôi. con người mình học kỳ tiếp xúc với người lạ thì không như vậy , hay là với bạn bè mình thì đều vui cười kinh khủng lắm và rất thoải mái đến mức cười như tâm thần ấy. mình không biết mình bị gì và mình không có ý định đi khám vì mình nghĩ đi khám cũng chỉ cho lời khuyên vào nghĩa đi với nhiều đơn thuốc , thời gian và tiền bạc thì không có , con người rất bận rộn và ít ai hiểu được nội tâm của mình. mình đang cố và vượt qua nó bằng cách miễn cưỡng",1,1
"mình là một người khá trầm tính, trong lớp của mình thì cũng không có quá nhiều hs, mình có cố gắng bắt chuyện, làm quen với tạo ấn tượng với mấy bạn nhưng có vẻ khá thất bại... cũng được 1 năm hơn mình vẫn chưa thật sự kết bạn được với ai... nhưng mình vẫn thấy bình thường, mình cũng không suy nghĩ nhiều, lâu lâu hơi buồn thôi cho tới học kỳ chị mình vào học chung lớp, chị mình chiếm trọn spotlight luôn.. bây giờ thì gần như cả lớp đổ dồn vào chị mình hết, chưa đầy 3 tháng mà chị mình đã làm quen được với hết lớp rồi.. lâu lâu đi ăn chung, mình do ít bạn nên nếu có ai nói chuyện chung thì mình bám dữ lắm, với mình cũng hơi khó chịu học kỳ người duy nhất mình thân bỏ mình đi nói chuyện với người khác, mình biết tính mình ích kĩ nhưng mình cũng chả biết sao để thay đổi nữa đang đi nói chuyện bình thường thì đôi học kỳ lại có người lại bắt chuyện với chị mình, xong mình lại là đứa ra rìa. thật sự mà nói mình vừa buồn vừa khó chịu. rồi mỗi học kỳ lớp có kiểm tra, mấy đứa bạn của mình toàn bu lại chị mình hỏi bài, có mấy bài là do mình chỉ chị mình luôn chứ chị mình hoàn toàn không biết làm. mỗi học kỳ chuyện đó xảy ra mình không tập trung học đc, mình cứ phải đeo tai nghe cách âm để tránh bị phân tâm. có mấy câu đùa mình hay nói đùa với chị em mình ở nhà, chị mình mang lên trường nói lại hết và còn nhận được sự yêu mến với ngưỡng mộ từ mọi người nữa. mình khó chịu với buồn cực, nhưng mà cũng không trách chị mình đc. tại ai lại đi cấm việc mang câu đùa từ người này chia sẻ với người khác, với giảng lại bài mình hỏi từ người này cho người khác, chắc do mình làm quá vấn đề... nhưng thật sự mà nói nó làm mình buồn lắm luôn. xin lỗi vì văn vở mình hơi tệ ạ mình cũng không biết giải thích sao cho dễ hiểu nữa.. mong mọi người giúp mình với ạ",1,1
