text,label
"tớ nên làm gì bây giờ ạ tôi có một nhóm khá thân gồm 6 người ạ, trong đó tôi chơi thân với bạn a. thân nhưng mà tôi với bạn đó trái ngược nhau hoàn toàn luôn ấy ạ. và đương nhiên chuyện xích mích là không tránh khỏi. hôm đó tôi với bạn anh có cãi nhau và giận nhau đâu đó tầm 12 tuần. vì bạn anh giận dai còn tôi thì không giận ai được lâu nên ngay ngày hôm đó tôi đã ra xin lỗi trước và nói chuyện với anh rồi nhưng anh chỉ ừ rồi bơ tớ tiếp sau đó anh cũng chủ động làm hoà và bọn tôi chơi lại như bình thường nhưng vẫn có chút gì đấy không thân như trước. vào 1 ngày đẹp trời thì tôi qua chỗ anh nói chuyện thì anh bơ tôi rồi qua chỗ 4 đứa kia chơi xong tôi nghĩ là chắc anh giận gì tôi mà tớ không biết, tôi có hỏi nhưng anh bảo không có gì. và càng ngày thì tôi càng không chơi với anh nhiều và từ thân trở trở thành bạn xã giao thôi ấy ạ. tôi cũng ra chỗ 4 bạn kia nhưng mấy bạn ấy cũng chỉ nói qua loa cho có rồi bơ tôi luôn. hoang mang tôi mới hỏi thẳng các bạn ấy thì nhận lại vẫn là câu trả lời không có gì, tôi xin lỗi vì đã bơ mày nhé một hôm tôi để ý thấy anh đang thì thầm mùa xuân to nhỏ với bạn một bạn khác trong nhóm rồi nhìn t, nhìn qua là biết nói không mấy tốt đẹp rồi tôi qua hỏi thì vẫn là câu trả lời không có gì nhiều lần học thêm có 4 đứa trong thì mấy bạn ngồi 3 người rồi để tôi ngồi 1 mình luôn ạ. tôi biết nên cũng cố gắng chơi với mấy bạn để gắn kết tình bạn. nhưng mà không, các bạn nói với tôi các thứ được vài ngày lại như cũ. có lần ở lớp học thêm tôi bất lực đến phát khóc luôn ấy nhưng anh và 2 bạn khác vẫn tỉnh bơ nhìn tôi rồi không nói gì",0
"mọi người ơi :vẫy tay::vẫy tay: cho mình hỏi có phải tất cả mọi người ở trong nhóm mình đều cảm nhận mình bị suy nghĩ nhiều đúng không ạ. mọi có từng ai đi khám kiểm nghiệm hay phải điều trị gì không ạ mình cảm giác mình bị từ khá lâu và khá nặng liệu rằng mình có phải nghiêm túc, tìm hiểu đi khám và điều trị không ạ. hay là tự bạn thân mình có thể khác phục được và xin hỏi ý kiến đóng góp từ m.n. có lọai suy nghĩ nhiều hướng ngọai không ạ. suy nghĩ nhiều tăng động, dư thừa năng lượng nữa. vậy thì có phải mình đang bị cả dối loạn lưỡng cực không cám ơn các bạn rất nhiều ạ. lòng có tự nhủ bạn thân mình bao nhiêu đi nữa nhưng vẫn ngại đối mặt quá man",0
"cún con 3t của mình mất được 4 tháng r. mình vẫn thỉnh thoảng nhớ nó, mình thấy chuyện rất bình thường luôn, thế nhưng mẹ mình không nghĩ thế. lúc mẹ biết mẹ đã chửi mắng mình thậm tệ, nói mình ngu hơn 1 con chó. sau đó ép mình xóa hết anh bé trong điện thoại và trong đầu. mình là con người có tình cảm mà đâu phải robot mà mẹ nói quên là quên được đâu nhưng mẹ vẫn ép mình xóa anh không cho phép mình nhớ đến bé nữa vì sợ chuyện tâm linh. mẹ nói mình không ra 1 cái gì, bảo nếu mình cứ như vậy bé cún sẽ không đi mà sẽ ở lại bên mình, làm hại mình. mình hiểu, chỉ là mình không muốn nghe, bé đã ở cùng mình 3 năm, 3 năm đầy sóng gió với mình, bố mẹ lục đục cãi nhau gần như li hôn, nợ nần chồng chất, áp lực học tập, đều là em ở bên mình, mình thật sự không thể quên được em ấy. mình ghét cái tính độc đoán, cấm cản, khắt khe của bố mẹ đối với mình, từ nhỏ đến lớn không cần biết mình muốn nói hay không bố mẹ đều gằn giọng dọa nạt để moi bí mật của mình cho bằng được, quản lí mình chặt chẽ vào cùng kiểm tra điện thoại, ra đường không được đi qua 9h, con gái phải biết nữ công gia chánh đảm đương việc nhà,... mình khao khát tự do đến nỗi rất nhiều lần trốn đi chơi và những lần như thế mình đều không muốn về nhà. mình chỉ muốn đi xa khỏi bố mẹ càng nhanh càng tốt...",1
"mình có một nhóm bạn rất độc hại mình không biết là do mình là một con người quá nhạy cảm hay không nữa sáng hôm nay,mình đã mắc một lỗi sai trước lớp thật sự lúc đó mình cảm thấy rất khó sử thế nhưng các bạn ấy lại là những người cười cợt và còn kéo các bạn xung quanh cười chung để chọc quê mình nữa,lúc đó mình muốn khóc giữa lớp luôn ấy , mình rất nhạy cảm nên bị các bạn đùa cợt giữa lớp còn là những người bạn mình cho là thân thiết mình cảm thấy bị tổn . mình đã từng nhiều lần nói chuyện với các bạn ấy rằng mình không thích điều đó nhưng lại bị cho là bông tuyết là yếu đuối.các bạn ấy cũng chưa bao giờ tôn trọng sở thích của mình, trước đây mình khá thích bộ anime cậu bé nhà xí hanako nên mình đã chia sẻ bộ phim cho các bạn ấy thì nhận lại được những câu nói đại loại như khiếp mày là lolicon à mày thích loli à, không chỉ thế các bạn còn rêu rao trên lớp mình là mình dâm thích loli, thời gian đó có lúc mình từng khóc, khóc rất nhiều mình chỉ đơn giản thích một bộ phim và muốn giới thiệu nó với những người bạn mà mình yêu quý thôi mình cảm thấy mệt mỏi, chán nản nhưng mình vẫn luyến tiếc những kí ức tốt đẹp của các bạn ấy.mình thật sự không biết nên làm thế nào cả",0
"tớ nản quá. tớ hiện đang học lớp 12, bây giờ gần tết mà lại có quá nhiều khoản tiền phải đóng, nào là tiền thi thử, tiền hội chợ ở trường, tiền quỹ,... rồi qua tết là tiền học, tiền chụp kỉ yếu, v..v.., học xong cấp 3 tớ đi du học nữa nên phải đóng tiền học tiếng và số tiền khá lớn, giờ tớ còn chẳng dám xin bố mẹ nữa, tuy nhà tớ không hẳn là khó khăn nhưng cũng chẳng dư dả. cố gắng cả kì 1 được điểm cao nhất lớp nhưng vì hạnh kiểm nên không được học sinh giỏi, tớ không những không khiến bố mẹ tớ tự hào, còn làm mẹ tớ xấu hổ học kỳ đi họp phụ huynh cho tớ sắp tới. tớ thất vọng về bạn thân quá, mấy hôm nay trên đường về nhà nước mắt cứ rơi thôi",0
"bị xâm hại tình dục đã làm tan nát tâm hồn tôi, khiến tôi không dám mở lòng với người khác. mỗi cử chỉ, mỗi lời nói đều khiến tôi cảm thấy sợ hãi và lo sợ, không biết làm thế nào để thoát khỏi cảm giác ám anh này.",1
"trong gia đình chẳng ai hiểu tớ, bạn bè thì ngày càng xa cách, tâm lý mình không ổn mình học càng tệ, giờ tớ không biết nên làm gì nữa.",1
"mọi người nghĩ sao về việc bố mẹ muốn ngủ riêng ạem khá nhạy cảm về việc này,nhà em có 2 phòng để ngủ nhưng 3 phòng có điều hoà 2 phòng ngủ 1 phòng bếp.trước đấy mẹ em đã hay lên ngủ với em rồiem học cấp 3 mà em nghĩ chắc do mẹ muốn quản em đỡ chơi điện thoại nên thế.hè thì phòng em sửa,em xuống bếp ngủ,mẹ em làm khuya xong cũng ngủ ở đó với em luôn.bố với đứa nhỏ thì ngủ ở phòng bố mẹ.mẹ em làm việc khuya nên có mắc thêm mấy bệnh,bố em không muốn thế nên bảo mẹ nhiều lần lên phòng ngủ nhưng mẹ không chịu,cộng thêm thái độ của mẹ em không còn vui vẻ như trước nữa,nói thẳng ra là giống chán ghét bố em á.bố em hỏi gì cũng trả lời như cho có,em không muốn tình trạng như nayf nên có bảo mẹ mà không có nghe, bảo em không xen vào chuyện người lớn.nhiều lần em đã vừa bực vừa buồn tới nỗi phát khóc,em chỉ nhịn thế chứ không biết phải làm sao cả.ai cho em lời khuyên với ạ",0
"người yêu mình có nhận dạy kèm cho một chị vì chị ý không theo kịp được lớp học thêm nên chị ấy có hẹn người yêu mình t7 qua dạy nhưng vì có hẹn đi chơi với mình, anh nhắn với chị ấy là từ công tình yêu về muộn phải tầm khuya muộn qua dạy, mình suy nghĩ khá nhiều vì 2 người một phòng lại dạy nhau vào đêm khuya thì không ổn. chị ấy nhắn với anh là sợ anh đi lại mệt hẹn sáng cn, tới sáng hôm đó thì anh có nhắn là hơi buồn ngủ, sợ nếu ngủ tiếp thì lại muộn không kịp sang dạy. chị ấy nhắn lại bảo anh qua phòng chị ngủ một lát rồi dạy cũng được. mình lúc đó không hề biết chuyện này, mình chỉ thấy anh off suốt và không trả lời tin nhắn mình. mình khá khó chịu, liệu rằng có phải mình suy nghĩ nhiều hay không",0
không có mục tiêu và ý nghĩa trong cuộc sống khiến tôi cảm thấy lạc lõng và không biết phải đi đâu.,1
"mọi người ơi mấy tháng nay ba mẹ em cãi nhau càng nhiều hơn trước đây cũng từng như vậy, đỉnh điểm là mấy ngày nay hai người họ cãi nhau đến 2 3 giờ sáng, em đã cố gắng khuyên nhưng mà họ càng cãi nhau nhiều hơn. em sợ lâu dài như vậy không ổn. em tính bảo ba mẹ ly hôn. thực sự bây giờ em đang rối lắm. mong quản trị viên duyệt gấp giúp em ạ hi vọng được mọi người ạ. em cảm ơn mọi người",0
"chào mọi người, không biết là em có làm sai gì không nữa, mấy hôm nay em cứ nghĩ mãi về điều đó. chuyện là em có mua một hũ ớt laoganma, em khá thích ăn cay nên thấy mọi người ăn có vẻ ngon, nhưng mua về em ăn không hợp, nó giống như kiểu thuốc bắc nhưng không giống hoàn toàn, lại hơi đắng xíu. nhưng mấy người quen của bạn em thì ăn được đồ của trung, họ thấy ngon với hợp nên em nghĩ sẽ có người ăn hợp. em mua về chỉ múc 1 2 lần thôi, còn gần đầy nên em nghĩ việc tặng lại cũng không có gì quá đáng. xong học kỳ em đăng lên thì em nhận được lời bình luận từ anh này, thật sự lúc đọc xong em cũng mất hồn, thế là em tự hỏi là mình quá đáng hay sao, mình sống vậy là không tốt đúng không, nó cứ dằn vặt mãi trong lòng em, ngay sau đó em buồn quá nên xóa bài luôn. nếu em sai mong mọi người giải thích cho em hiểu tường tận với ạ, để em rút kinh nghiệm vào lần sau. em cảm ơn ạ.",0
"theo mọi người thì em có tệ hay không ạ mong quản trị viên duyệt ạ em với người yêu yêu nhau 9 tháng và chia tay ngày 462023 năm nay ạ. lí do chia tay là anh bảo anh muốn có không gian riêng tập trung cho việc học. khoảng đầu thời gian chia tay em khóc quá trời luôn, có nhắn tin níu kéo nhưng anh bảo anh không muốn quay lại với em.chia tay được 2 tháng thì em có dùng manifest và công nhận thành công thật học kỳ anh đã chủ động nhắn tin muốn quay lại.tuy nhiên trong khoảng thời gian chia tay đấy em cũng đã khóc rất nhiều , buồn rất nhiều nên giờ anh nói quay lai thì em hơi do dự, không muốn lắm mặc dù em vẫn còn tình cảm với anh ấy. mọi người cho em xin ý kiến được không ạ",0
"chào mọi người, mình tâm sự 1 xíu thôi. mình là một đứa vừa nhạy cảm vừa ovt. hiện tại mình đang rơi vào trạng thái khá mệt mỏi. mình hiện tại có đang nói chuyện với 1 bạn, tụi mình đều là 9x, cả 2 đều bị suy nghĩ nhiều giống nhau và tâm sự với nhau khá nhiều. bạn đó nói nếu có việc gì cứ xem như bạn ấy là anh trai để tâm sự và bạn đó cũng tin tưởng mình để tâm sự vì bạn đó cũng đang khá căng thẳng vì nyc. công việc của bạn đó khá bận vì làm sự kiện còn mình thì công việc văn phòng giờ giấc ổn định. ban đầu mọi việc cũng ổn vì nếu có việc thì 2 đứa nói chuyện thôi, vào tình việc đó hình thành cho mình 1 thói quen. mình có biết facebook bạn đó nhưng không kết bạn vì mình nghĩ không cần thiết lắm. hôm qua mình có gặp vấn đề về tiền lương với công tình yêu và có khả năng bị giữ lương lại. mình mới đi làm lại, đi làm 1 tháng không bao nhiêu tiền và bị giữ lại mình cũng khá căng thẳng đến gần 2h sáng mới ngủ được. hôm qua mình có nhắn tin cho bạn đó nhưng bạn đó không trả lời mình nghĩ do bạn bận vì bạn đang túi bụi vì show của bạn đang deadline. bình thường đi show bạn bận đôi học kỳ có trả lời đôi học kỳ không rep. nhưng rồi sáng nay mình có vào facebook bạn đó thì thấy bạn đó có đăng 1 cái status. tự dưng từ giấy phút đó mình cảm thấy rất hụt hẫng, kiểu cảm giác mình bị xem thường, không được tôn trọng. học kỳ bạn cần tâm sự mình đều lắng nghe, đến lúc mình có tâm sự thì mình lại rơi vào trạng thái 1m. bạn đó lớn tuổi trải đời biết cách chiều người khác mình nghĩ vậy và mình tuy lớn tuổi nhưng kinh nghiệm xã hội khá ít và mình đang muốn kết thúc cái mối quan hệ này vì mình luôn muốn né tránh mọi thứ làm mình bị suy nghĩ nhiều nhưng bây giờ tự mình lại rơi vào. mà giống như lớn tuổi rồi hay sao í, từ lúc nói chuyện với bạn, mình lại rất hay dễ khóc. không phải khóc với bạn đó có thể là ngồi khóc một mình hay xem clip trên facebook nhưng mình thấy khả năng kiềm nước mắt mình lại kém đi 1 chút. tự bảo vệ mình quá có phải không tốt không mọi người hay cứ để bạn thân đau đi rồi sẽ có bài học. cám ơn mọi người đã đọc ạ.",1
không phải với ai cha mẹ cũng là người xoa dịu nỗi đau. đôi học kỳ họ lại chính là nỗi đau,0
mình năm nay 26 tuổi nợ 200 triệu giờ bầu bí không làm ăn được gì cả chồng thì xem tiền hơn vợ nợ cũng đã vỡ ra nhưng chồng khinh thường không giúp nói lời cay đắng thật sự mình nản quá cố lắm rồi nhưng không thoát ra khỏi những suy nghĩ tiêu cực biết là giờ mình tiêu cực sẽ anh hưởng đến con rất nhiều nhưng thật sự giờ mình bất lực quá rồi :khuôn mặt trầm ngâm::khuôn mặt trầm ngâm::khuôn mặt trầm ngâm:,1
hmm... không thể ngừng suy nghĩ,0
mình đi làm mình thấy áp lực lắm các cậu ạ nhưng mà mấy hôm trước tớ xin mẹ cho tớ nghĩ công ty vì tới thấy áp lực mẹ tớ không cho tớ nghĩ còn bảo là không thương mẹ à nhưng mà mẹ không biet là tớ rất mệt mỏi con thương mẹ vậy còn ai thương con,1
"mình thích bạn đấy 3 năm cấp 3 bạn đấy là nam và mình cũng vậy, đến học kỳ bạn ấy đi du học mình cũng chúc bạn bình an và gặp nhiều sức khoẻ, bạn ấy cũng cảm ơn. nhưng đến ngày sinh nhật mình chúc bạn ấy thì chỉ nhận lại 2 chữ ok một cách lạnh lùng. cho đến hôm nay, mình có hỏi người quen của bạn ấy gọi tắt là n về cuộc sống bên mỹ của bạn ấy thế nào thì n nói bạn ấy vẫn tung tăng bên mỹ, chưa chịu về việt nam đâu. sau đấy thì n với mình rằng bạn ấy không thích mình, mình không sốc lắm vì mình đã định hình trước chuyện này trước sau gì cũng xảy ra rồi, thế nhưng n kể lại rằng bạn ấy nói mình thích bạn ấy là đang làm phiền bạn, còn kêu n hủy theo dõi instagram của mình đi thật là cho đến bây giờ mình vẫn sốc và khóc suốt đêm vì tình cảm 3 năm cấp 3 của mình giữ trong lòng như tan vỡ chỉ vì 2 chữ làm phiền, từ chối thì không sao mình vẫn ổn nhưng cảm giác bạn ấy không biết cảm ơn và trân trọng tình cảm của mình dành cho bạn ấy, thì thật sự cảm giác đó còn tệ hơn chữ tệ rất nhiều......",0
"cuộc sống của tôi đang trở nên một cơn ác mộng không dứt. mỗi ngày, tôi đều cảm thấy mình đang bị cuốn vào vòng xoáy của sự tuyệt vọng và cô đơn. mọi thứ xung quanh tôi đều trở nên mờ nhạt và không có ý nghĩa. tôi không biết phải làm gì để thoát ra khỏi trạng thái này và cảm thấy mình đang mất kiểm soát.",1
em đang có một số vấn đề là 1 có 1người bạn thân khác giới đúng nghĩa là khác giới và em cũng có 1người thầm thích em mà em không nói cho bạn ấy biết em bạn thân khác giới em ít học kỳ đăng hình ai nhưng em lại đăng hình em với bạn thân của mình em cũng đang nghĩa là bạn đó đang hiểu lầm em là người yêu và em thật sự sợ học kỳ bị hiểu lầm huhu giờ em phải làm sao đâu cảm giác thật khó xử huhuhu,0
"chào mg.. mình muốn trải lòng chút th. mình có dự định apply học bổng du học úc, nhưng mà mình coi trên mạng xã hội thì có thông tin qua úc du học phải chứng minh được tài chính. nhà mình cũng chỉ là dạng trung bình, do cách đây vài năm vì nợ nên bố mẹ mình bán nhà, hiện tại gia đình mình đang sống ở nhà thuê. sau covid kinh tế rất khó khăn và bố mẹ mình cũng vậy, mẹ mình buôn bán, bố mình làm thuê không ổn định nên việc chứng minh tài chính bây giờ là rất khó đối với gia đình mình... mình cũng có ý định apply qua canada nhưng mình không kiếm được trường có ngành mình mong muốn quản trị sự kiện . mình mong muốn đi du học để tìm được cơ hội mới cho mình cũng như trải nghiệm . dạo gần đây mình cũng bị anh hưởng chuyện tình cảm, tuy không kinh khủng khóc lóc nhưng cũng chẳng được vui... hiện tại mình suy nghĩ nhiều đến nỗi nằm 1 2 tiếng sau mới ngủ được...mình cũng không biết nên làm gì và làm thế nào..",0
"mình là một người khá hay ghen và học kỳ có người yêu thì lại rất dễ ghen biết là trong 1 mối quan hệ thì ai cũng có cuộc sống riêng và sự riêng tư của mình nhưng người yêu mình hay cap những đoạn tin nhắn của người yêu với 1 người bạn khác và nhắn rất dễ hiểu lầm, mình thật sự không hề thích như vậy, mình bị suy nghĩ nhiều và mỗi lần như vậy thì mình sẽ trở nên khá tiêu cực vì những suy nghĩ trog đầu. học kỳ mà mình nhắn mà người yêu không trả lời để trả lời lại thì thay vào đó người yêu mình lại gửi anh cap tin nhắn qua cho mình coi, rồi nhắn những chuyện mà mình không thể xen vào. việc này làm mình khó chịu và mình suy nghĩ về mối quan hệ hiện tại với người yêu rất nhiều, liệu có phải do mình quá nhạy cảm và ghen tuông không mọi người cho mình xin lời khuyên với",0
"mong quản trị viên duyệt bài giúp em, giờ em đang rối lắm mọi người ạ.... chiều nay lúc nhà em đang ăn cơm thì điện thoại mẹ em có số điện thoại lạ gọi tới gọi tận 2 lần luôn ạ, số điện thoại khác nhau nhưng đầu số giống nhau ạ, em cũng nhận được 1 cuộc gọi yêu chang như vậy bảo là bên công tình yêu vay tiền nhà nước gì đó, họ nói với mẹ em là chị hai em vay tiền của họ. mẹ em thì không tin, nói với họ là cj hai không bao giờ vay tiền, đang đi làm công tình yêu trên thành phố, rồi họ nói với giọng nghe hung hăng lắm ạ cô chắc chưa cô có chắc là con cô không bao giờ vay tiền chưa rồi họ còn đòi là kêu mẹ em đưa điện thoại cho cj hai để họ gọi thẳng luôn mà cj hai trên thành phố rồi không có ở nhà. họ mới nói tiếp là nếu không trả tiền thì nhân viên sẽ gọi vào đây hoài ln ạ. mẹ em nghe họ nói liên tục nên tức quá tắt máy ln rồi gọi cho cj hai em có đúng là vậy không thì chỉ nói có em nghe được là khoảng 60 triệu gì đó, nhưng mà em nghĩ chắc còn nhiều hơn số đó mà cj hai không nói rõ. em còn nghe được là cj không nói trước với chồng cj nx, bảo là có nói mà chồng cj không đồng ý rồi mẹ em chửi lên nói là có chồng mà không biết hỏi ý kiến ck, tự làm một mình rồi tới lúc đổ nợ bọn cho vay về dưới này làm rùm beng lên hết cho mất hết mặt mũi, mẹ chồng thì về đây làm um xùm lên. mẹ em thì bỏ mặt chuyện này ln rồi ạ... giờ em không biết phải làm sao nx, em đang học lớp 10, chx biết làm gì kiếm ra tiền để phụ nhà em đỡ hơn, em cũng có ý định là làm việc online nhưng mà em cũng sợ lừa đảo nữa ạ nên giờ em không biết sao nx... cảm ơn mọi người đã nghe em tâm sự ạ. có gì không vừa ý thì mong mọi người bỏ qua cho em ạ",0
"mình là một nhà văn trẻ tự do. tâm hồn mình lạ lắm, thấy cái lá rơi hay con kiến vác đồ nặng mình cũng buồn. mình chứng kiến biết bao sự đ.a.u k.h.ổ trong tình yêu của mọi người xung quanh. mình nghĩ mình nên làm một điều gì đó. có cách nào giúp con người th.oát khỏi nổi đ.a.u vì tình không mình rất băn khoăn. không tán được crush, b.uồn. yêu rồi, không quan tâm nữa, b.uồn. chia tay, buồn. đám cưới, l.i dị, b.uồn. có cách nào chấm dứt mọi đ.a.u k.h.ổ trong tình yêu không hai năm qua mình đã quyết tâm viết nên một quyển sách. mình sẽ không kể về những khó khăn khổ cực của mình. mình chỉ buồn vì công sức hai năm qua của mình chỉ đáng giá 23 triệu đồng theo thỏa thuận mua bạn quyển với nhà xuất bản. hai năm qua, mình bỏ biết nhiêu thời gian chỉ để làm duy nhất một việc đó thôi. nếu tính ra mỗi tháng mình không được tới một triệu đồng nữa:khuôn mặt u ám với mồ hôi::khuôn mặt u ám với mồ hôi::khuôn mặt u ám với mồ hôi::khuôn mặt u ám với mồ hôi: mình còn lựa chọn khác, mình có thể tự xuất bạn và tự xây dựng thương hiệu riêng. nhưng chi phí rất cao, nó sẽ lấy đi toàn bộ tiền dành dụm tích cóp của mình. mình đang đứng trước lựa chọn mà có thể quyết định cả đời của mình . nếu mình tự xuất bạn một quyển sách có thể giúp các bạn chấm dứt mọi k.h.ổ đéo a.u vì tình . bạn có ủng hộ mình ko:mặt khóc to::mặt khóc to::mặt khóc to:",0
"mình ước rằng mình bị đau mắt đỏ mãi mãi... có vẻ ngớ ngẩn đúng không. nhưng mình thật sự muốn nó sảy ra. mình là 1 người nhạy cảm, dù chỉ 1 câu nói hay 1 điều nhỏ nhặt cũng khiến mình khóc cả ngày được, nhưng mình không muốn ai biết rằng mình khóc... dạo này mình khóc rất nhiều, mắt mình đỏ au và sưng húp khiến mình rất khó chịu. nhưng nếu bị đau mắt đỏ, sẽ không ai nghĩ rằng mình đã khóc..",1
"không thể vượt qua được những rối ren và khó khăn trong cuộc sống khiến tôi chìm đắm trong trầm cảm và tuyệt vọng, không biết làm thế nào để thoát ra khỏi nó.",1
mọi người ơi mình với 1 bạn nữ quen nhau trên tik tok. chuyện là mình có lướt được 1 video của 1 bạn nữ và thả tim có bình luận tặng 1 bông hoa rồi sau đó bạn đó chủ động nhắn tin rồi cả 2 kết bạn facebook . kết bạn xong bất ngờ bạn đó gọi cho mình nhưng minh không nghe hỏi lại bạn làm gì thế thì bạn bảo trêu thôi rồi gọi lại bảo mình nghe đi. sau đó mình cũng nghe và hơi bất ngờ kiểu như bạn hướng ngoại chưa quen biết gì mà nói chuyện như khá thân thiết rồi ngày hôm sau bạn lại gọi mình vẫn chưa hình dung là sao . cứu với mọi người,0
"mình có một đứa bạn thân chơi với nhau từ hồi lớp 6 bây giờ cũng được 1 năm.lớp 6 bạn ấy thân với mình lắm nói chuyền suốt tới bây giờ nhưng kể từ 1 học kỳ bắt đầu vào lớp 7,bạn ấy đã bắt đầu đi nói chuyện với các bạn khác và bỏ rơi mình,ko quan tâm,ko nói chuyện,mình nhắn tin với bạn ấy thì bạn ấy cũng chỉ đã xem và không rep.bạn ấy là một học sinh học siêu giỏi môn toán và đứa ngồi kế bạn ấy học cũng không được môn toán nên bạn ấy cũng có chỉ bạn ấy.có một lần,bạn kia hỏi bài bạn thân của mình và nhỏ bạn thân mình cũng có chỉ lại,mình thấy bạn ấy đã giảng cho bạn kia xong nên mình mới hỏi bài trong đề ấy nhưng mà bạn ấy chỉ nhìn và quay qua bên phía bạn kia và nói chuyện và coi mình như không khí.hôm nay bạn ấy trên lớp cũng không nói chuyện với mình,chỉ mượn đồ mình và nói chuyện với bạn bàn trên.mình kể từ đó cũng tủi thân và suy nghĩ nhiều rất nhiều,mình tự hỏi mình có nên hỏi rõ bạn ấy hay không hay nên im lặng và cứ để mọi chuyện xảy ra thiệt sự bây giờ mình tủi thân lắm mong các bạn cho mình lời khuyên ạ",0
"mình thật sự rất ghét bạn thân khác giới của người yêu mình. mình biết là người yêu mình và 3 bạn thân khác giới là 1 nhóm bạn chơi chung với nhau từ năm cấp 3. ban đầu mình rất tôn trọng 3 bạn ấy, thế nhưng đổi lại là những lời chế giễu từ 3 cô gái ấy, thực sự khiến mình khó chịu. 1 bạn thì thi thoảng nhờ người yêu mình đi mua băng vệ sinh hộ. 1 bạn thì lại bắt người yêu mình đi 17km để đón bạn ấy. 1 bạn còn lại thì hay đi ăn uống riêng với người yêu mình. và thậm chí là 3 bạn ấy hay ngủ qua đêm tại trọ của người yêu mình, để quên các vật dụng như son, dây buộc tóc... cuối cùng mình lại là người để gọn những đồ ấy vào vì người yêu mình không có thời gian dọn trọ. đỉnh điểm là 3 bạn ấy phỉ báng mình. trước học kỳ yêu người yêu hiện tại, mình có trải qua mối tình dài 4 năm. có 1 lần mình vào tình đọc được tin nhắn trong group nhắn tin của 4 người, đó là 3 bạn nữ kia hay nghi ngờ việc mình có quan hệ với ex của mình không. tất nhiên là mình chưa hề quan hệ nên đọc những tin nhắn đó mình thực sự rất phẫn nộ. mình rất trân trọng mối tình hiện tại, vì bạn ấy là người chi mình những xúc cảm lần đầu trong cuộc đời mình, cũng là người chữa lành cho mình sau học kỳ đổ vỡ mối tình cũ. bạn ấy rất tuyệt, cũng nói đỡ mình, nhưng có lẽ bạn là con trai, bạn ấy không để ý những thứ mà con gái hay hậm hoẹ nhau. mình không biết phải như nào nữa. nhất là học kỳ hay thường xuyên đụng mặt các bạn ấy.",0
"tôi tưởng đã thoát khỏi cái bóng tiêu cực nhưng ko.lên lớp10 tôi mới thấy nó là 1 cái môi trường làm tôi sợ hãi,khép mình.sống tiêu cực,t còn hành hạ bạn thân nữa.sống không tự chủ cứ như cái máy vậy.t cũng mệt lắm chứ,sáng học thêm tới trưa,trưa học chính tới chiều,tối thì học thêm tới 9 giờ về đến nhà ,tối lại thức típ,thức đến 0h hoặc hơn. sáng rồi lại dậy sớm lại như ngày kia tôi còn nhịn ăn trưa và ăn sáng luôn.sống như này mệt lắm,t chẳng làm gì được cả.mệt hơn là học kỳ mẹ tôi chẳng hiểu cứ trách móc sao không giỏi bằng đứa kia,đứa này,t mệt r.đi học tôi còn đeo khẩu trang nữa,t cũng chẳng thích đeo đâu,nhưng nó độc hại và tôi mệt rồi không muốn nghe nữa,t mệt rồi muốn được nghỉ ngơi,cx muốn chụp hình,đi ăn,xem phim và gác hết học tập qua 1 bên,ko muốn nghe những lời đó nữa. chỉ mong mẹ tôi có thể hiểu cho tôi 1 chút cũng được",1
"em chào anh chị, năm nay em lên lớp 12 đồng nghĩa với việc em sắp tham gia vào kì thi trung học phổ thông quốc gia 2024. nhưng kiến thức của em thực sự rất lỏng lẻo, em thi khối d và kiến thức về môn tiếng anh thật sự rất tệ. gia đình lại kì vọng vào bạn thân em rất nhiều. vì là năm cuối cùng thi chương trình cũ nên em cảm thấy rất áp lực, cảm giác lo lắng bực bội khiến em không thể nào thoát ra. bạn thân em muốn thi đỗ vào trường top để khiến cho ba mẹ tự hào. nhưng em sợ mình không làm nổi, em không muốn thấy ba mẹ buồn . em đăng bài viết này lên chỉ mong được chia sẻ nỗi lo lắng của mình với mọi người. đồng thời em cũng muốn tham khảo phương pháp học, cách học sao cho đúng để nhớ lâu và hiệu quả, cách để phân bổ thời gian hợp lý để không bị đuối sức. và em rất rất muốn cải thiện tiếng anh của mình để có số điểm như mong muốn, em mong mọi người có thể đưa ra lời khuyên giúp em ạ. em xin chân thành cảm ơn",0
